"","X","Y","Nnat","Synpr","Pcp4","Slc17a7","Cdh9","Ctgf","Slc17a6","Lxn","Slc30a3","Gfra1","Spon1","Gnb4","RSC","LEC","region","anum","section","id"
"114",390.258,97.365,0.674097005172748,0,0.337048502586374,2.02102391588446,0,0,0,0,0,0,0.337048502586374,0,0,0,"cla","123456","1",114
"115",549.969,97.665,2.25658082465402,5.20805393066058,1.73632115851049,53.9905835354544,0,0,0.173723070338137,0,0,3.81917891282637,0.52116921101441,3.9929019831645,0,0,"cla","123456","1",115
"116",182.859,97.321,0,0.805529295118633,0,0,0.805529295118633,0,0,0,0,0,0,0,0,0,"cla","123456","1",116
"117",208.595,99.978,0.332090214881904,0,2.65672171905523,0.332090214881904,0,0,0.664180429763808,0,0.332090214881904,0,0,0,0,0,"cla","123456","1",117
"118",511.796,100.972,0.128157196354476,0.384471589063429,0,83.0396116671468,0.128157196354476,0,0,0,0.512628785417905,0.128157196354476,0.768943178126858,1.15341476719029,0,0,"cla","123456","1",118
"119",337.048,99.186,0.888497603376235,0,1.18426752749479,24.2792660601741,0,6.21829539261309,0,0,0,0,1.48003745161335,0,0,0,"cla","123456","1",119
"120",608.912,101.284,0.889093209949776,0.889093209949776,0,35.1225432040179,0.741191125874955,0,0,0,0.296644520900067,0.147902084074821,1.48154189899949,1.18573773084984,0,0,"cla","123456","1",120
"121",575.96,99.648,0,0.841256970208606,1.68393019794282,38.3026847799525,0,0,0,0,0,0.420628485104303,0,0,0,0,"cla","123456","1",121
"122",835.451,102.718,0.175162666436851,0.701297022450123,2.98099711294006,14.8164346964278,0,0.087904511569785,0.087904511569785,0.087904511569785,0,0,0.701297022450123,1.13952686689361,0,0,"cla","123456","1",122
"123",152.438,102.15,0.473569817789735,0.315713211859824,3.78855854231788,0.631426423719647,0.947139635579471,0,0,0,0.315713211859824,0.157856605929912,0.315713211859824,0,0,0,"cla","123456","1",123
"124",222.436,102.14,0,0.702738973952297,0.878423717440371,27.0581955712804,0,32.3287378759227,0.702738973952297,0,0,0,0,1.22979320441652,0,0,"cla","123456","1",124
"125",858.506,104.509,0,0.700324950007691,1.12117366558991,63.6217024303953,0.840880249192432,0,0,0,1.54120519920012,0,0.980618366405168,0,0,0,"cla","123456","1",125
"126",402.094,103.694,0.472263493688587,0.472263493688587,0,29.0712671519359,0,0,0,0,1.1822506336384,0,1.89117650731025,4.01795412832582,0,0,"cla","123456","1",126
"127",499.717,104.895,0.329712726577571,0.494569089866356,0,49.1263099355242,0,0,0,0,1.48370726959907,0,0.659425453155142,1.1539945430215,0,0.329712726577571,"cla","123456","1",127
"128",619.623,105.218,0.808053178641839,0.484305488176216,0,42.6452039099514,0.484305488176216,0,0,0,1.29235866681806,0,1.93809931771968,1.29235866681806,0,0,"cla","123456","1",128
"129",343.602,107.234,1.58137929809515,0.351345727850109,2.10872141263997,39.7117729301521,1.05403718355033,15.0237503774432,0,0,0.439343921197466,0.0879981933473569,1.3180317635924,0.0879981933473569,0,0,"cla","123456","1",129
"130",107.629,105.08,0.363360386593148,0,0.363360386593148,0,0,0.363360386593148,0,0,0,1.09139768291927,0,0,0,0,"cla","123456","1",130
"131",648.407,104.887,0,7.29744290304581,4.4909857041156,57.2527081369172,0,1.12192869374483,0,0.560964346872415,0,0.560964346872415,3.92838589267504,11.7867931425933,0,0,"cla","123456","1",131
"132",538.199,105.124,1.08191644057234,1.62287466085851,0,5.40797698559081,0.540958220286169,0,0,0,0,0.540958220286169,0,0,0,0,"cla","123456","1",132
"133",140.516,105.987,0,0,0.519428412703312,0,0.519428412703312,0,0,0,0.519428412703312,0.519428412703312,0,0,0,0,"cla","123456","1",133
"134",685.879,109.289,0.144128165898438,0.288256331796876,5.61520021049144,43.7710613251216,0,0,0,0,0,0.144128165898438,1.2954968475009,1.87200951109465,0,0,"cla","123456","1",134
