 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
411,71.139,255,172.823,809.358,30.698,9.942,9.111,146.038,0.949,10.466,100,367,1763,156.801,9.394,1.091,0.916,0.947
412,89.396,255,786.808,811.259,41.489,14.437,7.884,111.767,0.653,14.486,100,1715,1755,108.435,9.070,1.831,0.546,0.816
413,60.857,255,500.484,808.840,28.912,9.063,8.550,43.124,0.915,9.910,100,1085,1774,56.310,8.704,1.060,0.943,0.952
414,124.651,255,407.663,807.725,44.552,13.145,12.074,141.116,0.789,15.124,100,875,1753,144.866,11.910,1.089,0.919,0.922
415,56.450,255,732.128,805.103,29.023,10.793,6.660,172.242,0.842,10.782,100,1587,1756,167.735,7.038,1.621,0.617,0.923
416,73.448,255,815.145,805.808,32.641,10.503,8.904,63.154,0.866,10.782,100,1775,1770,77.735,9.014,1.180,0.848,0.922
417,163.893,255,377.546,807.526,49.957,17.692,11.795,138.590,0.825,18.053,100,811,1748,125.707,12.520,1.500,0.667,0.934
418,70.720,255,564.940,804.716,30.966,9.801,9.187,94.055,0.927,10.294,100,1229,1767,69.146,9.416,1.067,0.937,0.941
419,79.323,255,530.149,805.279,34.363,11.875,8.505,108.626,0.844,12.103,100,1149,1748,119.476,8.909,1.396,0.716,0.924
420,189.285,255,846.812,806.541,62.090,20.509,11.751,161.036,0.617,21.295,100,1827,1755,161.175,12.264,1.745,0.573,0.924
421,71.559,255,442.314,803.251,31.457,9.796,9.301,106.431,0.909,10.576,100,961,1743,107.650,9.718,1.053,0.950,0.929
422,133.255,255,159.049,805.933,44.506,16.021,10.590,114.727,0.845,17.024,100,341,1743,113.806,11.452,1.513,0.661,0.949
423,198.309,255,228.123,806.374,59.498,17.592,14.353,136.951,0.704,20.203,100,480,1744,122.969,15.941,1.226,0.816,0.889
424,59.178,255,696.645,801.695,28.486,8.928,8.439,129.565,0.916,9.444,100,1514,1742,129.094,8.704,1.058,0.945,0.931
425,73.658,255,314.654,802.103,32.641,9.871,9.501,55.431,0.869,10.927,100,677,1756,33.024,9.620,1.039,0.963,0.922
426,87.508,255,776.041,802.178,40.887,11.913,9.353,171.070,0.658,12.512,100,1681,1746,156.251,10.078,1.274,0.785,0.874
427,81.422,255,584.520,803.960,45.311,15.986,6.485,90.627,0.498,18.012,100,1280,1776,82.694,7.945,2.465,0.406,0.771
428,195.161,255,334.509,802.527,66.625,20.483,12.132,17.394,0.553,21.666,100,709,1755,13.449,13.353,1.688,0.592,0.896
429,46.587,255,244.798,800.002,26.543,9.598,6.180,68.168,0.831,10.047,100,531,1757,65.772,6.766,1.553,0.644,0.912
430,191.384,255,474.534,803.359,55.075,17.396,14.008,106.764,0.793,18.692,100,1024,1736,126.027,14.659,1.242,0.805,0.927
431,142.698,255,141.343,801.671,47.143,14.475,12.552,80.326,0.807,15.796,100,302,1765,60.461,12.719,1.153,0.867,0.933
432,86.039,255,292.089,800.187,34.094,11.224,9.761,121.602,0.930,11.884,100,633,1734,117.553,10.042,1.150,0.870,0.957
433,118.356,255,123.558,800.648,40.239,12.578,11.981,64.225,0.919,13.316,100,260,1759,49.185,11.910,1.050,0.953,0.955
434,219.923,255,640.145,804.554,67.587,17.752,15.774,60.723,0.605,20.741,100,1391,1778,83.660,17.666,1.125,0.889,0.815
435,89.816,255,491.381,799.307,36.038,13.247,8.632,152.929,0.869,13.597,100,1061,1736,147.381,9.014,1.535,0.652,0.948
436,48.895,255,385.744,797.874,29.291,8.579,7.256,100.181,0.716,10.685,100,836,1733,120.964,7.788,1.182,0.846,0.852
437,59.178,255,364.019,798.530,30.207,11.303,6.666,105.374,0.815,11.910,100,790,1731,112.620,7.046,1.695,0.590,0.928
438,98.420,255,96.104,796.834,37.222,12.627,9.924,151.125,0.893,13.213,100,198,1731,146.310,10.105,1.272,0.786,0.943
439,85.829,255,619.388,794.922,34.094,11.608,9.415,135.448,0.928,12.094,100,1343,1725,127.304,9.718,1.233,0.811,0.953
440,143.748,255,807.566,797.630,49.800,15.614,11.722,100.466,0.728,18.255,100,1755,1723,107.526,12.497,1.332,0.751,0.904
441,181.521,255,405.494,795.524,54.806,18.801,12.293,174.192,0.759,19.957,100,866,1732,170.754,13.285,1.529,0.654,0.901
442,70.090,255,298.291,793.625,30.698,10.316,8.651,112.282,0.935,10.889,100,647,1722,112.249,9.070,1.193,0.839,0.954
443,124.022,255,217.293,795.335,47.032,13.902,11.359,33.924,0.705,14.957,100,462,1747,27.350,12.020,1.224,0.817,0.861
444,83.521,255,284.195,792.526,34.317,11.195,9.499,138.435,0.891,11.884,100,614,1718,117.553,9.718,1.179,0.848,0.933
445,40.921,255,665.197,790.261,23.905,7.742,6.730,19.062,0.900,8.558,100,1444,1729,15.524,6.953,1.150,0.869,0.922
446,36.724,255,827.898,787.795,21.850,7.576,6.172,120.865,0.967,8.013,100,1802,1713,120.964,6.413,1.227,0.815,0.941
447,62.535,255,548.753,788.251,29.291,10.247,7.770,150.779,0.916,10.927,100,1187,1715,146.976,8.098,1.319,0.758,0.954
448,81.842,255,464.118,788.070,36.417,14.497,7.188,150.213,0.775,14.551,100,999,1713,151.821,7.443,2.017,0.496,0.922
449,210.900,255,577.530,791.879,60.591,20.884,12.858,38.720,0.722,22.559,100,1239,1741,29.168,14.245,1.624,0.616,0.898
450,103.246,255,137.291,788.742,38.786,12.379,10.619,108.968,0.862,13.021,100,290,1711,129.289,10.994,1.166,0.858,0.946
451,64.634,255,698.618,787.424,30.587,9.944,8.276,47.121,0.868,10.685,100,1519,1728,59.036,8.809,1.201,0.832,0.928
452,71.979,255,508.997,788.033,32.151,11.825,7.750,109.342,0.875,11.910,100,1107,1708,112.620,8.112,1.526,0.655,0.945
453,105.975,255,206.547,788.162,38.675,13.087,10.310,80.922,0.890,13.356,100,445,1734,67.834,10.078,1.269,0.788,0.953
454,99.049,255,838.392,788.771,48.661,14.139,8.919,134.009,0.526,15.392,100,1821,1706,126.529,10.078,1.585,0.631,0.837
455,124.232,255,626.741,786.601,41.868,15.030,10.524,147.014,0.891,15.399,100,1353,1709,149.621,10.689,1.428,0.700,0.952
456,61.066,255,366.557,785.003,32.910,12.375,6.283,139.816,0.709,13.102,100,790,1704,143.531,7.446,1.970,0.508,0.866
457,168.300,255,857.836,786.933,57.444,17.436,12.290,168.637,0.641,19.092,100,1851,1711,149.744,13.185,1.419,0.705,0.878
458,73.238,255,772.911,784.317,33.335,11.426,8.161,151.656,0.828,12.462,100,1675,1705,143.973,8.878,1.400,0.714,0.920
459,66.942,255,757.548,783.467,34.094,11.205,7.607,149.928,0.724,12.024,100,1642,1705,162.255,8.746,1.473,0.679,0.855
460,115.628,255,435.090,784.491,40.887,12.699,11.593,151.091,0.869,13.849,100,937,1703,145.784,11.910,1.095,0.913,0.941
461,208.591,255,264.633,785.724,60.683,20.235,13.125,149.542,0.712,22.036,100,555,1710,159.305,14.422,1.542,0.649,0.899
462,91.495,255,89.604,786.455,41.090,13.429,8.675,82.223,0.681,14.978,100,187,1729,66.571,8.704,1.548,0.646,0.875
463,108.493,255,789.399,784.649,39.120,11.935,11.574,37.465,0.891,12.900,100,1722,1698,96.116,11.661,1.031,0.970,0.932
464,41.550,255,402.975,779.165,24.867,9.730,5.437,162.686,0.844,9.868,100,870,1697,158.199,5.814,1.790,0.559,0.934
465,70.720,255,343.728,781.722,35.011,11.496,7.833,42.646,0.725,11.822,100,741,1715,54.462,8.657,1.468,0.681,0.873
466,125.910,255,672.282,781.669,44.126,13.585,11.800,40.223,0.813,14.558,100,1462,1723,65.854,12.422,1.151,0.869,0.908
467,105.975,255,355.470,780.880,39.434,13.001,10.379,157.297,0.856,13.932,100,762,1700,152.592,10.666,1.253,0.798,0.933
468,104.296,255,692.436,779.382,41.109,15.405,8.620,163.988,0.776,16.517,100,1495,1696,160.560,9.187,1.787,0.560,0.927
469,123.602,255,157.188,781.219,40.998,13.016,12.091,127.264,0.924,13.473,100,335,1693,125.311,12.369,1.076,0.929,0.956
470,40.921,255,784.329,777.672,24.821,8.929,5.835,41.924,0.835,9.162,100,1706,1706,53.130,6.155,1.530,0.653,0.907
471,113.109,255,635.375,780.219,41.332,13.150,10.952,121.535,0.832,13.985,100,1379,1691,121.608,10.689,1.201,0.833,0.941
472,109.752,255,104.095,779.519,38.786,12.518,11.163,16.604,0.917,12.777,100,214,1697,165.466,11.349,1.121,0.892,0.952
473,88.347,255,839.324,778.477,39.009,12.675,8.875,128.635,0.730,14.551,100,1826,1687,118.179,9.718,1.428,0.700,0.891
474,125.910,255,330.278,778.080,42.451,14.822,10.816,151.377,0.878,15.796,100,706,1691,150.461,11.410,1.370,0.730,0.952
475,57.499,255,770.190,776.346,29.291,10.096,7.251,46.152,0.842,11.089,100,1672,1704,38.290,7.940,1.392,0.718,0.918
476,119.615,255,533.272,778.457,41.646,12.855,11.847,103.302,0.867,14.149,100,1157,1685,119.055,12.309,1.085,0.922,0.934
477,68.411,255,715.069,774.761,30.966,11.286,7.718,153.971,0.897,11.489,100,1549,1687,156.501,7.967,1.462,0.684,0.944
478,69.041,255,653.630,775.628,33.558,12.004,7.323,133.657,0.770,12.462,100,1418,1682,126.027,8.557,1.639,0.610,0.884
479,108.912,255,490.964,775.941,39.591,13.725,10.104,160.335,0.873,14.230,100,1059,1686,146.821,10.430,1.358,0.736,0.951
480,81.002,255,428.956,775.238,35.658,12.702,8.120,158.909,0.801,13.750,100,925,1684,150.018,8.809,1.564,0.639,0.909
481,107.863,255,612.847,775.236,38.740,13.284,10.339,132.079,0.903,13.473,100,1326,1683,144.689,10.365,1.285,0.778,0.949
482,49.525,255,249.714,774.211,30.161,8.769,7.191,157.678,0.684,9.664,100,542,1679,121.430,7.774,1.219,0.820,0.864
483,43.649,255,223.156,771.431,27.079,8.627,6.442,79.547,0.748,9.707,100,487,1694,70.710,6.734,1.339,0.747,0.885
484,107.443,255,794.005,771.225,40.304,15.084,9.070,135.046,0.831,15.255,100,1722,1671,131.348,9.394,1.663,0.601,0.940
485,139.760,255,561.540,769.932,44.284,15.007,11.858,0.781,0.896,15.228,100,1209,1684,6.911,11.452,1.266,0.790,0.956
486,150.673,255,390.533,770.299,47.477,16.069,11.939,157.757,0.840,16.894,100,836,1676,167.471,12.292,1.346,0.743,0.933
487,92.334,255,541.076,768.862,36.686,11.349,10.359,79.374,0.862,12.223,100,1175,1666,102.995,10.575,1.096,0.913,0.920
488,49.315,255,100.443,766.933,31.346,10.104,6.215,144.389,0.631,11.314,100,206,1671,158.629,7.123,1.626,0.615,0.816
489,77.645,255,755.123,767.512,35.816,11.441,8.641,166.408,0.761,12.024,100,1638,1668,139.635,9.038,1.324,0.755,0.888
490,155.709,255,447.208,769.318,49.800,17.327,11.442,156.742,0.789,18.782,100,954,1676,167.320,12.162,1.514,0.660,0.920
491,117.936,255,723.327,768.076,40.239,13.755,10.917,148.504,0.915,14.486,100,1567,1667,145.305,11.308,1.260,0.794,0.961
492,85.619,255,340.712,768.156,35.658,12.431,8.770,108.566,0.846,13.126,100,735,1664,119.249,9.416,1.418,0.705,0.932
493,131.576,255,827.456,766.166,44.774,15.640,10.711,12.876,0.825,15.935,100,1790,1677,18.435,11.347,1.460,0.685,0.924
494,87.298,255,628.928,766.232,36.575,12.778,8.699,97.165,0.820,12.579,100,1370,1686,79.509,8.940,1.469,0.681,0.913
495,215.307,255,581.034,768.153,58.804,21.927,12.502,136.344,0.782,22.633,100,1248,1663,144.058,13.281,1.754,0.570,0.929
496,66.732,255,220.140,764.293,31.346,10.782,7.880,178.053,0.853,11.333,100,469,1667,165.964,8.555,1.368,0.731,0.914
497,107.443,255,476.654,764.852,40.998,13.975,9.789,4.674,0.803,14.837,100,1023,1668,171.119,10.194,1.428,0.700,0.927
498,117.097,255,181.542,765.010,39.971,12.895,11.562,155.296,0.921,13.379,100,384,1662,141.953,11.879,1.115,0.897,0.953
499,109.332,255,127.177,764.821,38.139,12.556,11.087,131.258,0.945,13.102,100,265,1662,143.531,11.337,1.133,0.883,0.961
500,58.129,255,749.285,761.506,32.910,9.747,7.594,25.571,0.674,10.889,100,1626,1658,165.379,8.698,1.284,0.779,0.816
501,66.732,255,590.235,761.771,32.641,11.974,7.096,123.565,0.787,12.462,100,1280,1652,126.027,7.623,1.687,0.593,0.914
502,32.317,255,810.851,759.080,22.230,8.412,4.892,35.357,0.822,8.521,100,1762,1662,36.254,5.264,1.720,0.582,0.890
503,36.514,255,381.722,759.160,27.949,8.261,5.628,131.433,0.587,9.804,100,823,1653,142.595,7.014,1.468,0.681,0.768
504,119.195,255,330.502,762.681,41.424,14.269,10.636,115.047,0.873,15.124,100,714,1650,125.134,10.994,1.342,0.745,0.955
505,102.407,255,150.568,758.940,37.065,11.850,11.003,49.663,0.937,12.335,100,326,1670,68.199,11.013,1.077,0.929,0.950
506,120.244,255,456.163,759.968,43.479,13.914,11.003,65.292,0.799,15.365,100,990,1673,63.435,11.534,1.265,0.791,0.918
507,56.450,255,529.558,756.877,27.949,9.512,7.556,67.569,0.908,9.889,100,1153,1663,76.608,8.098,1.259,0.794,0.924
508,149.204,255,489.740,758.737,47.032,15.698,12.102,134.752,0.848,17.195,100,1059,1641,131.760,12.907,1.297,0.771,0.952
509,203.765,255,238.270,761.692,58.850,20.396,12.720,81.649,0.739,21.315,100,521,1686,81.347,13.285,1.603,0.624,0.928
510,73.867,255,191.623,757.398,33.289,11.709,8.032,136.479,0.838,12.377,100,411,1642,128.991,8.369,1.458,0.686,0.932
511,35.675,255,92.311,755.153,24.331,9.877,4.599,122.734,0.757,10.294,100,196,1638,122.276,5.131,2.148,0.466,0.909
512,40.501,255,863.386,754.343,25.672,9.233,5.585,96.343,0.772,9.889,100,1884,1637,103.392,5.497,1.653,0.605,0.932
513,191.594,255,601.757,756.365,54.158,19.180,12.719,14.750,0.821,19.446,100,1293,1655,15.018,13.405,1.508,0.663,0.942
514,94.223,255,771.742,754.164,35.547,11.259,10.655,106.624,0.937,11.884,100,1679,1634,117.553,10.536,1.057,0.946,0.958
515,122.553,255,447.132,753.827,42.405,13.307,11.726,72.355,0.856,13.910,100,974,1661,72.759,12.193,1.135,0.881,0.928
516,184.039,255,365.256,754.267,66.893,17.259,13.577,172.393,0.517,20.741,100,777,1632,149.470,14.914,1.271,0.787,0.800
517,249.722,255,433.509,758.183,66.625,22.295,14.261,70.965,0.707,24.101,100,940,1680,81.254,15.241,1.563,0.640,0.879
518,105.555,255,196.446,750.438,38.898,13.761,9.767,132.997,0.877,14.112,100,420,1626,125.754,10.310,1.409,0.710,0.945
519,103.456,255,552.290,749.310,37.334,12.949,10.172,150.468,0.933,13.356,100,1192,1630,157.834,10.365,1.273,0.786,0.955
520,116.467,255,511.695,749.545,40.619,13.565,10.931,144.703,0.887,14.486,100,1105,1626,145.305,11.661,1.241,0.806,0.953
521,59.388,255,382.039,748.967,29.782,10.403,7.269,86.558,0.841,11.032,100,834,1647,85.236,7.588,1.431,0.699,0.911
522,113.109,255,336.047,748.974,43.969,15.636,9.210,154.809,0.735,16.819,100,716,1625,150.642,10.291,1.698,0.589,0.907
523,59.388,255,238.286,747.214,29.134,9.138,8.275,172.436,0.879,10.140,100,510,1628,161.565,8.592,1.104,0.905,0.922
524,31.478,255,245.081,746.114,22.924,8.536,4.695,112.428,0.753,8.895,100,528,1621,124.509,4.925,1.818,0.550,0.901
525,147.105,255,655.940,748.714,45.154,14.121,13.264,91.708,0.907,15.006,100,1430,1651,77.661,13.285,1.065,0.939,0.953
526,78.064,255,640.152,747.097,35.501,10.518,9.450,23.606,0.778,11.679,100,1385,1629,154.440,10.078,1.113,0.898,0.905
527,122.972,255,391.659,747.555,41.914,13.230,11.834,11.155,0.880,14.486,100,841,1624,161.565,11.910,1.118,0.894,0.943
528,109.332,255,120.834,746.620,39.166,13.261,10.497,142.439,0.896,13.743,100,251,1622,143.130,10.877,1.263,0.792,0.946
529,126.750,255,785.360,747.411,47.097,16.961,9.515,137.168,0.718,17.492,100,1699,1619,135.000,10.365,1.782,0.561,0.883
530,79.114,255,724.461,746.051,35.279,11.969,8.416,127.309,0.799,13.379,100,1573,1616,128.047,9.148,1.422,0.703,0.912
531,69.670,255,351.190,745.507,31.503,11.405,7.778,72.043,0.882,11.742,100,762,1640,69.444,8.222,1.466,0.682,0.938
532,115.837,255,761.916,746.652,42.942,14.928,9.880,76.545,0.789,15.228,100,1656,1644,68.839,10.269,1.511,0.662,0.922
533,94.643,255,371.709,744.681,37.870,12.312,9.787,131.917,0.829,13.356,100,806,1613,112.166,10.666,1.258,0.795,0.921
534,157.178,255,474.417,745.035,46.764,15.296,13.083,155.820,0.903,16.027,100,1020,1617,149.036,13.285,1.169,0.855,0.960
535,78.484,255,184.196,741.218,34.677,11.714,8.531,148.795,0.820,13.102,100,391,1609,143.531,9.162,1.373,0.728,0.947
536,84.360,255,842.596,741.826,33.558,11.165,9.620,135.450,0.941,11.562,100,1829,1612,146.310,9.718,1.161,0.862,0.949
537,95.902,255,616.855,742.014,36.575,12.745,9.580,136.615,0.901,13.316,100,1336,1609,130.815,10.042,1.330,0.752,0.948
538,59.598,255,462.987,741.448,29.291,10.195,7.443,115.131,0.873,11.184,100,1005,1608,124.992,7.788,1.370,0.730,0.942
539,163.683,255,286.869,743.726,50.003,17.727,11.756,123.897,0.823,18.324,100,615,1606,126.870,12.633,1.508,0.663,0.942
540,58.129,255,716.854,740.419,30.096,11.179,6.620,96.120,0.806,11.155,100,1560,1605,109.179,7.035,1.689,0.592,0.922
541,66.942,255,307.184,739.512,31.346,10.663,7.993,115.385,0.856,11.706,100,662,1605,120.579,8.422,1.334,0.750,0.933
542,114.159,255,568.849,740.335,41.757,14.391,10.100,150.450,0.823,14.865,100,1228,1609,146.310,11.013,1.425,0.702,0.935
543,36.514,255,362.906,736.566,23.526,8.104,5.737,152.000,0.829,8.692,100,783,1606,161.565,6.351,1.413,0.708,0.904
544,103.876,255,194.417,739.047,41.313,12.167,10.870,39.860,0.765,14.609,100,414,1624,41.186,11.452,1.119,0.893,0.903
545,163.474,255,632.592,738.450,49.689,15.191,13.702,125.668,0.832,16.675,100,1372,1597,105.945,14.136,1.109,0.902,0.926
546,143.538,255,449.952,739.141,50.022,17.408,10.498,39.637,0.721,17.918,100,970,1631,57.529,11.261,1.658,0.603,0.878
547,195.161,255,523.051,737.335,57.666,19.303,12.873,162.924,0.738,19.973,100,1124,1597,143.393,13.791,1.500,0.667,0.909
548,37.983,255,266.769,735.597,29.023,10.186,4.748,139.052,0.567,11.342,100,574,1594,133.363,5.971,2.145,0.466,0.780
549,114.578,255,165.648,736.072,39.971,12.700,11.487,143.124,0.901,13.379,100,349,1599,141.953,11.882,1.106,0.904,0.947
550,190.964,255,245.184,735.071,54.584,18.758,12.962,1.711,0.805,19.054,100,515,1608,9.689,13.272,1.447,0.691,0.927
551,98.630,255,107.045,734.149,37.111,12.256,10.246,163.128,0.900,13.356,100,221,1594,149.036,10.536,1.196,0.836,0.947
552,129.688,255,373.544,733.620,43.479,13.962,11.827,178.691,0.862,14.377,100,803,1592,149.349,12.200,1.181,0.847,0.936
553,43.439,255,474.990,730.969,24.488,7.780,7.109,98.448,0.910,8.521,100,1032,1588,126.254,6.871,1.094,0.914,0.928
554,87.508,255,182.803,732.339,34.899,11.449,9.732,0.467,0.903,11.778,100,386,1598,166.504,9.620,1.176,0.850,0.955
555,105.135,255,123.967,732.106,39.009,12.341,10.847,148.945,0.868,13.118,100,256,1601,12.095,11.055,1.138,0.879,0.920
556,84.360,255,832.141,731.360,35.992,11.327,9.483,97.211,0.818,12.957,100,1813,1584,98.130,10.170,1.195,0.837,0.899
557,116.677,255,332.157,731.522,40.082,13.279,11.187,137.432,0.913,13.849,100,713,1588,145.784,11.337,1.187,0.842,0.958
558,126.960,255,296.831,732.277,42.405,13.472,11.999,146.208,0.887,13.962,100,640,1586,131.009,12.185,1.123,0.891,0.948
559,131.157,255,488.720,730.808,43.321,15.130,11.037,164.854,0.878,15.935,100,1050,1590,161.565,11.875,1.371,0.730,0.944
560,119.825,255,443.463,731.274,41.711,13.976,10.916,45.001,0.865,14.377,100,963,1613,59.349,11.013,1.280,0.781,0.947
561,71.139,255,458.646,729.075,31.503,9.790,9.252,120.756,0.901,10.733,100,993,1582,129.806,9.620,1.058,0.945,0.935
562,61.696,255,196.700,729.324,30.476,10.439,7.525,116.030,0.835,11.562,100,424,1581,123.690,8.246,1.387,0.721,0.932
563,36.724,255,282.054,726.830,22.498,7.964,5.871,137.450,0.912,8.447,100,609,1580,130.601,6.155,1.356,0.737,0.926
564,100.728,255,147.464,729.761,38.139,12.203,10.510,95.904,0.870,12.835,100,314,1580,124.824,10.819,1.161,0.861,0.932
565,117.516,255,803.017,728.123,40.730,13.008,11.503,145.629,0.890,13.597,100,1741,1581,147.381,11.882,1.131,0.884,0.944
566,44.069,255,156.963,725.351,25.784,9.442,5.942,168.598,0.833,9.664,100,334,1578,148.570,6.273,1.589,0.629,0.913
567,170.189,255,575.041,730.066,51.253,19.329,11.211,119.655,0.814,18.982,100,1247,1574,109.747,11.727,1.724,0.580,0.938
568,63.375,255,87.526,725.805,30.364,10.964,7.360,95.996,0.864,11.070,100,185,1573,114.444,7.330,1.490,0.671,0.957
569,77.855,255,659.655,725.220,32.530,11.191,8.858,69.169,0.925,11.314,100,1434,1594,58.241,9.014,1.263,0.792,0.949
570,65.683,255,367.507,724.634,31.235,10.227,8.177,146.340,0.846,11.562,100,793,1573,146.310,8.640,1.251,0.800,0.930
571,50.154,255,358.850,722.824,27.236,9.352,6.828,2.695,0.850,9.868,100,772,1580,21.801,6.871,1.370,0.730,0.947
572,76.805,255,236.358,724.284,34.742,10.251,9.540,48.761,0.800,11.452,100,508,1591,36.870,10.120,1.075,0.931,0.886
573,60.437,255,201.480,723.326,29.625,10.022,7.678,122.313,0.865,10.446,100,435,1569,105.255,7.913,1.305,0.766,0.920
574,139.341,255,746.687,724.563,44.015,14.736,12.039,143.296,0.904,15.602,100,1617,1572,139.764,12.633,1.224,0.817,0.956
575,52.672,255,522.904,721.596,29.893,12.209,5.493,135.452,0.741,12.670,100,1131,1565,139.399,5.831,2.222,0.450,0.913
576,125.491,255,100.169,723.775,42.294,13.648,11.708,139.690,0.882,14.865,100,205,1572,146.310,11.985,1.166,0.858,0.943
577,67.992,255,439.311,720.215,31.614,9.489,9.123,167.252,0.855,10.546,100,953,1562,124.380,9.116,1.040,0.961,0.920
578,132.626,255,314.699,722.346,43.099,13.367,12.633,89.907,0.897,14.558,100,680,1562,114.146,12.827,1.058,0.945,0.943
579,155.499,255,137.896,723.098,53.890,15.892,12.458,98.842,0.673,17.629,100,294,1563,114.567,12.827,1.276,0.784,0.914
580,100.938,255,596.049,723.585,49.041,18.222,7.053,140.118,0.527,19.180,100,1288,1564,139.844,8.258,2.584,0.387,0.849
581,135.983,255,425.568,721.075,43.479,13.963,12.400,158.038,0.904,14.773,100,914,1567,150.255,12.799,1.126,0.888,0.948
582,123.602,255,300.930,720.008,41.443,13.531,11.630,177.726,0.904,14.773,100,641,1569,172.875,12.309,1.163,0.860,0.948
583,72.818,255,670.830,716.850,31.994,11.071,8.374,13.297,0.894,11.598,100,1452,1569,9.090,8.704,1.322,0.756,0.935
584,107.863,255,161.272,717.559,38.898,12.761,10.762,143.507,0.896,13.356,100,339,1559,149.036,11.265,1.186,0.843,0.941
585,102.197,255,620.868,717.400,38.518,12.418,10.478,89.521,0.866,13.190,100,1352,1553,110.323,10.777,1.185,0.844,0.931
586,133.255,255,534.221,718.406,44.506,14.128,12.009,136.720,0.845,15.763,100,1157,1552,125.538,12.309,1.176,0.850,0.932
587,129.897,255,339.215,719.738,47.208,16.648,9.934,78.239,0.732,17.789,100,737,1590,78.111,11.137,1.676,0.597,0.894
588,49.735,255,87.195,715.695,27.616,9.891,6.402,96.594,0.820,10.466,100,186,1551,113.199,6.778,1.545,0.647,0.922
589,88.347,255,837.217,714.326,36.954,12.517,8.987,155.240,0.813,13.356,100,1817,1551,149.036,9.853,1.393,0.718,0.929
590,134.094,255,240.729,715.074,47.523,14.872,11.480,150.301,0.746,16.675,100,512,1553,142.815,12.603,1.295,0.772,0.913
591,90.446,255,209.542,714.107,36.529,12.541,9.183,145.739,0.852,13.118,100,444,1555,155.225,9.625,1.366,0.732,0.917
592,46.587,255,175.425,711.214,25.895,9.647,6.149,156.896,0.873,9.707,100,373,1549,160.710,6.351,1.569,0.637,0.931
593,102.197,255,107.199,712.572,41.221,14.141,9.202,30.964,0.756,15.365,100,218,1564,26.565,10.164,1.537,0.651,0.891
594,117.936,255,633.362,713.344,40.730,12.616,11.902,8.708,0.893,13.190,100,1369,1553,159.677,12.168,1.060,0.943,0.948
595,99.889,255,814.111,711.463,38.629,13.496,9.424,159.804,0.841,14.486,100,1763,1549,161.565,10.110,1.432,0.698,0.925
596,112.690,255,523.125,711.813,42.405,14.586,9.837,139.396,0.788,15.027,100,1130,1542,127.569,10.549,1.483,0.674,0.908
597,246.784,255,505.556,714.618,62.561,19.285,16.293,145.859,0.792,22.036,100,1087,1544,133.315,17.304,1.184,0.845,0.924
598,30.218,255,140.584,708.602,22.387,8.284,4.644,32.710,0.758,9.162,100,300,1553,36.870,5.474,1.784,0.561,0.886
599,73.028,255,328.825,710.079,34.474,10.935,8.503,84.592,0.772,12.462,100,714,1565,72.897,9.162,1.286,0.778,0.874
600,30.218,255,710.947,709.614,27.033,8.413,4.574,116.851,0.520,10.294,100,1549,1538,122.276,5.327,1.839,0.544,0.764
601,231.045,255,451.901,715.041,64.884,17.980,16.361,108.973,0.690,20.983,100,966,1553,143.881,16.833,1.099,0.910,0.900
602,114.998,255,559.263,709.782,40.350,13.580,10.782,175.252,0.888,13.932,100,1206,1555,9.462,10.853,1.259,0.794,0.947
603,132.835,255,723.742,709.513,43.747,14.708,11.499,101.427,0.872,14.837,100,1579,1533,98.881,11.726,1.279,0.782,0.948
604,144.167,255,385.827,711.568,48.930,16.977,10.812,105.972,0.757,18.000,100,838,1532,104.744,11.472,1.570,0.637,0.909
605,91.495,255,492.861,707.380,36.686,12.810,9.094,103.140,0.854,13.620,100,1071,1531,109.654,9.851,1.409,0.710,0.935
606,125.281,255,93.767,707.254,47.366,16.085,9.917,155.510,0.702,17.683,100,188,1531,143.427,11.268,1.622,0.617,0.887
607,45.747,255,245.209,704.661,27.079,9.484,6.142,57.744,0.784,10.446,100,527,1546,52.125,6.861,1.544,0.648,0.884
608,88.557,255,588.677,703.585,36.038,13.015,8.664,150.530,0.857,13.379,100,1274,1526,141.953,9.014,1.502,0.666,0.941
609,63.165,255,768.963,701.940,29.671,10.211,7.876,30.029,0.902,10.685,100,1669,1538,30.964,8.181,1.296,0.771,0.941
610,75.126,255,694.174,701.384,31.994,10.230,9.351,96.839,0.922,10.694,100,1512,1520,99.866,9.620,1.094,0.914,0.941
611,48.685,255,825.328,699.082,25.358,8.923,6.947,140.263,0.951,9.276,100,1795,1518,122.905,7.126,1.285,0.778,0.947
612,105.555,255,786.723,700.517,38.898,14.061,9.558,144.783,0.877,14.616,100,1703,1521,147.804,9.910,1.471,0.680,0.947
613,63.375,255,126.257,699.208,29.671,10.044,8.034,136.422,0.905,10.546,100,267,1519,145.620,8.422,1.250,0.800,0.939
614,119.195,255,601.238,699.705,42.451,13.731,11.053,124.333,0.831,15.027,100,1302,1514,127.569,12.087,1.242,0.805,0.928
615,156.129,255,415.073,700.066,47.477,16.581,11.989,156.787,0.870,17.244,100,888,1524,163.009,12.702,1.383,0.723,0.949
616,47.426,255,634.704,696.101,27.681,8.218,7.348,130.425,0.778,9.707,100,1381,1510,109.290,7.513,1.118,0.894,0.848
