 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,%Area,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
437,336.390,0.000,235.703,276.239,72.593,26.869,15.940,100.712,0.802,26.510,0.000,507,575,108.122,15.731,1.686,0.593,0.952
438,206.913,0.000,705.877,271.405,53.242,18.010,14.628,33.600,0.917,18.427,0.000,1524,604,34.875,14.900,1.231,0.812,0.970
439,182.360,0.000,388.832,271.372,50.586,15.526,14.955,164.238,0.896,16.675,0.000,837,577,127.185,14.659,1.038,0.963,0.970
440,318.133,0.000,765.585,273.526,66.402,21.848,18.540,144.262,0.907,22.873,0.000,1650,583,147.265,18.787,1.178,0.849,0.972
441,358.844,0.000,738.961,274.118,70.872,23.632,19.334,160.746,0.898,24.018,0.000,1592,582,145.098,19.296,1.222,0.818,0.969
442,249.302,0.000,725.505,274.623,58.850,18.526,17.134,138.966,0.905,19.185,0.000,1572,582,123.311,17.375,1.081,0.925,0.965
443,196.000,0.000,575.568,275.341,52.594,18.228,13.691,70.020,0.890,18.444,0.000,1250,620,75.619,14.201,1.331,0.751,0.962
444,408.159,0.131,646.259,279.633,79.091,27.347,19.004,128.013,0.820,27.699,0.051,1394,584,124.216,19.435,1.439,0.695,0.949
445,149.833,0.000,651.726,272.959,45.848,14.496,13.160,161.401,0.896,15.228,0.000,1407,588,158.839,13.285,1.102,0.908,0.960
446,385.915,0.555,419.811,278.051,74.981,24.085,20.401,149.703,0.863,25.062,0.218,892,595,149.216,21.021,1.181,0.847,0.959
447,179.212,0.000,267.867,275.615,50.762,16.795,13.586,159.399,0.874,17.695,0.000,568,594,158.749,14.452,1.236,0.809,0.955
448,130.947,0.000,594.167,275.128,42.562,14.305,11.655,104.973,0.908,14.558,0.000,1294,585,102.724,11.882,1.227,0.815,0.959
449,297.778,0.180,116.001,277.754,65.643,22.813,16.619,169.678,0.868,23.327,0.070,229,599,160.498,16.491,1.373,0.728,0.967
450,193.062,0.000,608.510,277.658,51.299,16.367,15.019,27.750,0.922,16.900,0.000,1313,617,32.829,15.117,1.090,0.918,0.967
451,347.512,3.234,445.960,280.274,69.040,21.853,20.248,138.153,0.916,22.633,1.268,959,592,125.942,20.614,1.079,0.927,0.974
452,187.397,0.000,658.922,277.403,50.651,16.913,14.108,166.509,0.918,17.383,0.000,1420,601,161.565,14.201,1.199,0.834,0.965
453,256.437,0.000,784.845,282.293,63.700,21.783,14.989,99.245,0.794,22.036,0.000,1703,592,110.695,15.117,1.453,0.688,0.947
454,163.054,0.000,185.804,278.592,46.875,14.870,13.962,134.689,0.933,15.392,0.000,392,598,143.471,14.201,1.065,0.939,0.968
455,153.611,0.000,778.483,279.861,47.680,16.950,11.539,84.224,0.849,16.999,0.000,1697,629,75.964,11.452,1.469,0.681,0.957
456,186.347,0.000,797.219,278.668,51.678,17.245,13.758,18.410,0.877,17.695,0.000,1724,618,21.251,13.726,1.253,0.798,0.959
457,493.988,0.000,159.634,285.917,86.512,25.363,24.798,28.534,0.829,27.699,0.000,324,645,55.784,25.195,1.023,0.978,0.950
458,423.059,0.379,174.756,286.604,82.043,28.041,19.210,105.020,0.790,29.268,0.149,376,594,107.301,20.375,1.460,0.685,0.937
459,172.917,0.000,552.889,280.827,48.818,16.442,13.391,60.549,0.912,16.900,0.000,1197,629,57.171,13.726,1.228,0.814,0.964
460,230.416,0.000,145.408,282.066,57.509,19.883,14.755,29.382,0.875,20.589,0.000,297,625,20.854,15.224,1.348,0.742,0.961
461,254.339,0.000,384.332,283.493,59.609,20.320,15.937,125.771,0.899,20.614,0.000,822,605,143.130,16.196,1.275,0.784,0.965
462,220.343,0.000,271.079,282.357,56.953,18.753,14.960,10.718,0.854,19.327,0.000,573,628,31.430,15.117,1.254,0.798,0.954
463,314.776,0.170,339.785,285.896,66.023,22.910,17.494,118.564,0.907,23.381,0.067,727,604,124.624,18.006,1.310,0.764,0.975
464,139.131,0.000,587.380,282.335,43.367,14.583,12.147,96.486,0.930,14.922,0.000,1277,601,107.879,11.910,1.201,0.833,0.966
465,282.459,0.000,132.017,287.836,65.597,23.430,15.350,103.810,0.825,24.554,0.000,285,602,104.036,15.890,1.526,0.655,0.955
466,263.153,0.813,521.094,285.888,60.081,19.010,17.625,96.140,0.916,19.607,0.319,1126,607,127.405,16.949,1.079,0.927,0.976
467,302.395,0.000,713.149,287.632,66.513,22.828,16.866,111.030,0.859,23.913,0.000,1548,605,110.171,17.866,1.353,0.739,0.963
468,163.054,0.000,825.502,284.158,46.718,14.926,13.909,36.828,0.939,15.358,0.000,1786,625,17.354,13.929,1.073,0.932,0.967
469,269.028,0.000,531.130,287.059,61.108,19.892,17.220,104.965,0.905,20.456,0.000,1146,608,124.046,16.949,1.155,0.866,0.974
470,156.129,0.000,460.948,285.050,45.959,14.873,13.366,147.449,0.929,15.392,0.000,993,612,143.471,13.605,1.113,0.899,0.967
471,233.144,0.000,623.647,286.974,56.907,18.229,16.284,155.721,0.905,18.692,0.000,1344,616,143.973,16.491,1.119,0.893,0.964
472,236.502,0.000,215.748,289.206,56.842,18.267,16.485,98.898,0.920,19.185,0.000,462,613,123.311,15.575,1.108,0.902,0.981
473,168.510,0.000,595.931,287.206,47.791,15.782,13.595,151.866,0.927,16.402,0.000,1286,617,144.090,13.743,1.161,0.861,0.969
474,180.681,0.000,361.038,288.999,49.781,15.526,14.818,136.237,0.916,16.402,0.000,777,617,125.910,14.659,1.048,0.954,0.966
475,288.754,0.000,803.225,291.245,63.163,21.435,17.152,12.937,0.910,21.778,0.000,1731,645,22.249,16.949,1.250,0.800,0.973
476,312.467,0.000,270.770,292.529,65.912,20.338,19.562,110.582,0.904,21.472,0.000,576,619,123.690,19.667,1.040,0.962,0.970
477,156.968,0.000,353.578,289.786,46.116,14.266,14.010,127.070,0.928,15.124,0.000,758,624,144.866,13.743,1.018,0.982,0.970
478,211.949,0.000,569.202,290.626,54.695,19.292,13.988,151.677,0.890,19.820,0.000,1224,623,146.310,14.486,1.379,0.725,0.967
479,155.289,0.345,393.767,291.023,45.959,15.211,12.999,68.391,0.924,15.656,0.135,853,651,69.444,13.136,1.170,0.855,0.964
480,229.996,0.233,192.268,295.716,56.704,20.056,14.601,135.147,0.899,20.078,0.091,408,627,124.778,14.253,1.374,0.728,0.969
481,464.399,0.346,684.691,300.172,81.506,28.202,20.966,64.752,0.878,29.354,0.136,1482,685,67.036,21.893,1.345,0.743,0.969
482,164.103,0.000,724.705,295.087,47.523,16.094,12.982,83.198,0.913,16.555,0.000,1576,661,75.579,12.827,1.240,0.807,0.965
483,192.223,0.000,460.066,295.747,51.253,15.917,15.376,55.542,0.920,16.555,0.000,998,663,75.579,15.224,1.035,0.966,0.962
484,135.773,0.000,103.046,295.063,42.831,13.443,12.860,66.303,0.930,13.910,0.000,219,658,72.759,12.827,1.045,0.957,0.964
485,153.401,0.000,673.261,296.801,45.802,15.004,13.018,91.515,0.919,15.555,0.000,1465,632,103.627,13.285,1.153,0.868,0.959
486,349.611,0.000,214.795,301.792,70.650,23.505,18.938,72.077,0.880,24.283,0.000,455,680,54.211,18.917,1.241,0.806,0.968
487,315.825,0.169,134.131,305.018,68.568,23.202,17.331,109.273,0.844,24.447,0.066,285,638,102.995,18.117,1.339,0.747,0.954
488,280.150,0.000,171.049,302.562,62.515,20.298,17.573,100.601,0.901,20.670,0.000,371,638,102.804,17.408,1.155,0.866,0.969
489,162.424,0.000,285.612,298.694,47.300,15.705,13.168,171.596,0.912,15.935,0.000,607,647,161.565,12.827,1.193,0.838,0.965
490,165.782,0.000,781.416,299.580,48.282,16.768,12.588,136.651,0.894,17.042,0.000,1696,639,126.254,12.957,1.332,0.751,0.960
491,258.326,0.000,452.167,303.516,63.654,22.756,14.454,76.791,0.801,23.345,0.000,981,688,74.055,15.264,1.574,0.635,0.945
492,281.619,0.190,818.732,305.530,65.532,22.294,16.083,108.498,0.824,23.055,0.075,1780,641,110.956,17.408,1.386,0.721,0.946
493,346.043,0.000,263.241,305.018,68.503,21.805,20.206,97.916,0.927,22.311,0.000,567,643,109.179,19.698,1.079,0.927,0.976
494,189.705,0.282,224.426,302.977,51.299,16.012,15.085,98.482,0.906,16.844,0.111,481,645,112.380,15.073,1.061,0.942,0.962
495,245.315,0.000,659.908,303.901,58.962,18.028,17.326,129.624,0.887,19.004,0.000,1434,644,105.376,17.209,1.041,0.961,0.960
496,281.410,0.000,183.921,307.284,65.551,24.368,14.704,131.456,0.823,24.468,0.000,382,653,141.843,14.608,1.657,0.603,0.959
497,179.842,0.000,485.535,304.158,49.198,15.762,14.528,163.748,0.934,16.370,0.000,1043,658,162.072,14.659,1.085,0.922,0.967
498,398.926,0.134,631.731,308.327,75.787,24.460,20.766,132.264,0.873,25.563,0.053,1355,660,143.746,21.638,1.178,0.849,0.964
499,202.296,0.000,592.528,304.342,54.158,19.809,13.003,152.801,0.867,20.114,0.000,1274,654,149.931,13.434,1.523,0.656,0.964
500,189.495,0.000,285.626,305.754,50.808,16.130,14.958,150.743,0.922,16.894,0.000,611,653,130.601,14.659,1.078,0.927,0.971
501,197.050,0.000,544.205,306.701,53.779,19.107,13.131,143.392,0.856,19.973,0.000,1172,656,143.393,13.722,1.455,0.687,0.963
502,256.018,0.418,718.344,308.832,61.821,22.097,14.752,121.208,0.842,23.019,0.164,1555,654,121.159,15.548,1.498,0.668,0.957
503,149.833,0.000,706.242,306.332,45.422,15.256,12.505,150.041,0.913,15.636,0.000,1527,660,148.173,12.702,1.220,0.820,0.962
504,336.390,0.000,344.195,312.531,70.289,23.277,18.401,121.217,0.856,23.644,0.000,740,658,125.538,18.851,1.265,0.791,0.957
505,241.328,0.000,465.250,308.754,57.490,17.885,17.181,8.391,0.918,19.185,0.000,997,683,33.311,16.491,1.041,0.961,0.977
506,253.080,1.903,475.122,309.862,59.924,19.318,16.680,132.074,0.886,20.471,0.746,1023,657,130.462,17.209,1.158,0.863,0.971
507,172.287,0.000,793.846,308.735,48.171,14.889,14.733,114.114,0.933,15.501,0.000,1728,658,108.970,14.659,1.011,0.990,0.968
508,202.296,0.000,203.551,310.046,53.196,18.899,13.628,41.868,0.898,18.804,0.000,428,689,34.077,13.605,1.387,0.721,0.963
509,137.242,0.000,758.466,308.233,42.831,13.498,12.946,15.465,0.940,13.910,0.000,1641,669,162.759,12.827,1.043,0.959,0.965
510,138.921,0.000,561.739,308.428,43.858,14.907,11.865,18.738,0.908,15.358,0.000,1211,680,17.354,12.208,1.256,0.796,0.960
511,151.092,0.000,810.757,309.389,45.579,14.547,13.225,138.808,0.914,15.124,0.000,1759,663,125.134,13.637,1.100,0.909,0.963
512,400.185,0.134,576.578,315.990,79.516,29.492,17.277,139.016,0.795,30.144,0.052,1231,669,143.653,18.360,1.707,0.586,0.951
513,246.155,0.000,360.833,312.870,59.498,20.374,15.383,178.521,0.874,21.117,0.000,764,677,167.471,15.575,1.324,0.755,0.960
514,198.519,0.000,302.086,313.712,51.678,16.209,15.594,8.106,0.934,16.949,0.000,642,692,18.925,15.575,1.039,0.962,0.970
515,215.936,0.000,412.083,313.966,55.454,18.780,14.640,56.209,0.882,19.185,0.000,889,704,56.689,15.111,1.283,0.780,0.956
516,307.221,0.000,667.175,316.673,66.356,23.087,16.943,126.786,0.877,23.182,0.000,1441,670,127.776,17.025,1.363,0.734,0.967
517,276.373,0.000,157.706,317.155,61.710,20.170,17.447,133.348,0.912,20.614,0.000,330,675,126.870,17.816,1.156,0.865,0.968
518,246.994,0.000,547.548,317.159,58.471,19.661,15.995,95.513,0.908,20.010,0.000,1187,672,105.945,16.033,1.229,0.814,0.970
519,428.305,0.000,146.450,323.301,81.015,29.117,18.729,91.729,0.820,28.929,0.000,315,674,100.954,19.240,1.555,0.643,0.955
520,370.596,0.000,189.964,323.049,76.480,26.411,17.866,105.478,0.796,26.427,0.000,401,680,123.690,18.612,1.478,0.676,0.942
521,265.251,0.000,650.864,319.498,61.220,20.710,16.307,98.584,0.889,21.022,0.000,1416,676,101.310,16.033,1.270,0.787,0.969
522,198.519,0.000,377.959,318.231,52.058,16.976,14.889,102.175,0.921,17.558,0.000,819,677,105.124,15.117,1.140,0.877,0.967
523,148.994,0.000,716.045,316.670,45.311,14.932,12.704,147.392,0.912,15.392,0.000,1549,682,143.471,13.038,1.175,0.851,0.962
524,270.287,0.000,659.857,322.105,62.895,21.031,16.364,114.302,0.859,21.623,0.000,1427,682,126.384,17.152,1.285,0.778,0.960
525,245.105,0.218,219.843,321.625,59.341,19.848,15.723,50.867,0.875,20.203,0.086,467,719,57.031,16.455,1.262,0.792,0.953
526,343.525,0.000,389.718,323.710,69.910,22.617,19.339,157.039,0.883,23.759,0.000,827,698,160.866,20.000,1.170,0.855,0.962
527,218.874,0.000,475.771,322.570,54.917,17.405,16.012,165.239,0.912,18.255,0.000,1019,699,162.474,16.364,1.087,0.920,0.965
528,323.799,0.000,615.097,324.371,68.679,21.341,19.319,135.645,0.863,22.390,0.000,1326,690,120.763,19.382,1.105,0.905,0.952
529,204.394,0.000,200.927,325.133,53.511,18.045,14.422,57.244,0.897,18.804,0.000,426,727,55.923,14.900,1.251,0.799,0.965
530,219.713,0.000,495.237,324.941,55.834,18.221,15.353,153.102,0.886,19.414,0.000,1062,703,160.710,15.872,1.187,0.843,0.960
531,243.427,1.099,302.982,326.968,58.962,19.733,15.707,156.561,0.880,20.010,0.431,640,709,164.055,15.775,1.256,0.796,0.963
532,227.478,0.235,781.714,326.812,55.991,18.512,15.646,162.796,0.912,18.888,0.092,1688,705,157.166,15.737,1.183,0.845,0.969
533,234.613,0.228,793.104,327.563,56.750,18.964,15.752,134.410,0.915,19.441,0.089,1713,704,145.561,15.872,1.204,0.831,0.966
534,198.519,0.000,570.574,327.268,51.947,16.279,15.527,126.200,0.924,16.900,0.000,1235,699,122.829,15.575,1.048,0.954,0.969
535,193.482,0.553,173.281,327.893,52.104,17.135,14.377,115.122,0.896,17.789,0.217,367,701,124.509,14.659,1.192,0.839,0.966
536,217.195,2.217,460.599,327.541,54.427,17.638,15.679,8.013,0.921,18.122,0.870,986,720,16.144,15.575,1.125,0.889,0.967
537,185.088,0.000,318.404,327.526,50.382,16.120,14.620,5.822,0.916,16.675,0.000,677,719,15.945,14.659,1.103,0.907,0.964
538,181.311,0.000,703.424,327.680,49.735,15.774,14.635,72.751,0.921,16.112,0.000,1530,699,104.826,14.659,1.078,0.928,0.967
539,147.945,0.000,861.614,329.146,51.076,17.347,10.859,86.190,0.713,17.287,0.000,1874,734,57.995,13.743,1.597,0.626,0.761
540,256.857,3.333,505.918,331.304,60.368,20.700,15.799,115.763,0.886,21.447,1.307,1096,701,109.983,16.196,1.310,0.763,0.965
541,240.489,0.000,181.238,331.075,58.850,18.689,16.384,116.577,0.873,19.957,0.000,383,703,121.866,17.168,1.141,0.877,0.957
542,182.360,0.000,341.389,329.547,50.114,16.142,14.384,101.744,0.912,16.555,0.000,739,702,104.421,14.659,1.122,0.891,0.962
543,203.555,0.263,362.016,331.614,57.398,18.057,14.353,63.723,0.776,19.570,0.103,776,739,57.426,15.575,1.258,0.795,0.929
544,269.238,0.000,547.086,333.525,62.784,21.569,15.893,97.143,0.858,22.744,0.000,1189,704,108.800,16.033,1.357,0.737,0.964
545,177.743,0.000,434.469,330.139,51.030,17.458,12.963,166.185,0.858,17.819,0.000,930,717,162.031,13.456,1.347,0.742,0.948
546,151.092,0.000,234.896,330.608,45.422,14.947,12.871,61.263,0.920,15.399,0.000,506,737,59.621,13.281,1.161,0.861,0.962
547,189.705,0.000,395.553,332.022,51.567,17.132,14.099,16.764,0.896,17.244,0.000,845,729,16.991,14.415,1.215,0.823,0.957
548,162.634,0.000,829.548,331.671,46.875,15.546,13.320,151.110,0.930,16.138,0.000,1796,714,145.408,13.605,1.167,0.857,0.968
549,301.135,0.000,289.026,336.445,65.218,21.135,18.142,112.255,0.890,21.998,0.000,619,715,121.373,18.689,1.165,0.858,0.965
550,405.641,0.396,311.290,338.417,77.082,23.460,22.015,122.920,0.858,24.830,0.155,655,726,142.496,22.027,1.066,0.938,0.954
551,305.962,0.000,847.238,336.176,65.754,22.018,17.693,148.476,0.889,22.540,0.000,1829,719,142.431,18.028,1.244,0.804,0.971
552,388.853,0.000,221.722,341.463,78.915,29.669,16.688,108.597,0.785,29.121,0.000,475,715,109.290,16.941,1.778,0.562,0.952
553,200.407,0.000,495.507,337.551,52.326,16.903,15.096,116.873,0.920,17.287,0.000,1072,721,122.005,15.365,1.120,0.893,0.966
554,244.266,0.000,733.595,339.208,57.888,19.629,15.844,142.114,0.916,19.735,0.000,1581,733,158.199,15.548,1.239,0.807,0.971
555,336.810,0.000,556.233,342.570,70.113,23.368,18.352,61.255,0.861,24.395,0.000,1202,770,55.713,18.854,1.273,0.785,0.953
556,214.887,0.000,565.182,341.945,56.037,19.300,14.177,85.418,0.860,19.446,0.000,1224,766,74.982,14.201,1.361,0.735,0.958
557,267.350,0.000,640.000,342.044,63.431,19.914,17.094,94.760,0.835,20.456,0.000,1387,728,124.046,16.949,1.165,0.858,0.946
558,308.270,0.174,777.854,341.826,67.587,22.471,17.467,23.952,0.848,23.005,0.068,1679,764,35.272,17.888,1.287,0.777,0.954
559,215.936,0.000,350.486,341.625,57.823,19.332,14.222,117.133,0.812,20.343,0.000,753,729,125.838,15.205,1.359,0.736,0.933
560,222.232,0.963,536.094,341.386,55.454,17.701,15.985,178.391,0.908,18.398,0.378,1152,739,161.114,16.192,1.107,0.903,0.964
561,271.337,0.000,649.423,342.399,62.469,19.423,17.787,79.062,0.874,20.125,0.000,1416,770,78.179,18.397,1.092,0.916,0.959
562,185.088,0.289,763.936,341.379,50.494,16.760,14.061,81.904,0.912,17.171,0.113,1665,764,80.789,14.201,1.192,0.839,0.963
563,295.260,0.000,275.699,343.448,64.190,20.763,18.106,148.400,0.900,21.467,0.000,582,737,140.194,18.464,1.147,0.872,0.968
564,439.427,0.000,660.238,347.063,83.607,28.291,19.776,58.082,0.790,29.504,0.000,1426,784,53.842,20.825,1.431,0.699,0.935
565,188.026,0.000,297.992,342.836,50.651,16.043,14.923,3.828,0.921,16.675,0.000,633,754,15.945,14.659,1.075,0.930,0.966
566,427.465,0.125,726.495,347.895,77.952,27.426,19.845,126.120,0.884,27.486,0.049,1569,735,126.870,20.083,1.382,0.724,0.967
567,338.909,0.158,791.666,345.724,70.021,21.821,19.775,131.073,0.869,23.412,0.062,1711,734,120.579,20.048,1.103,0.906,0.958
568,354.857,0.000,578.018,349.332,72.122,24.299,18.594,117.359,0.857,24.792,0.000,1254,735,106.091,19.230,1.307,0.765,0.958
569,227.898,0.000,185.450,345.702,56.102,18.636,15.570,160.382,0.910,19.311,0.000,385,747,157.694,16.033,1.197,0.836,0.967
570,334.082,0.641,441.621,348.083,68.235,21.424,19.854,56.738,0.902,22.367,0.251,944,772,34.992,20.081,1.079,0.927,0.969
571,368.498,3.340,525.272,349.236,71.585,24.319,19.293,122.856,0.904,24.843,1.310,1137,738,112.782,19.759,1.261,0.793,0.973
572,273.855,0.195,623.135,348.246,62.849,22.608,15.423,135.704,0.871,23.005,0.077,1345,739,125.272,15.548,1.466,0.682,0.964
573,266.510,0.201,834.253,347.308,60.526,20.018,16.951,4.649,0.914,20.487,0.079,1799,755,169.695,16.949,1.181,0.847,0.970
574,286.236,0.000,95.808,349.836,62.358,19.265,18.918,127.297,0.925,19.847,0.000,189,756,161.147,18.782,1.018,0.982,0.973
575,224.120,1.194,540.402,348.915,57.175,18.562,15.373,22.244,0.862,18.832,0.468,1161,754,161.565,15.567,1.207,0.828,0.948
576,257.696,0.000,155.101,349.874,59.119,18.618,17.623,160.046,0.927,19.185,0.000,321,752,146.689,17.408,1.056,0.947,0.971
577,288.335,0.000,256.505,352.387,62.895,19.725,18.612,95.783,0.916,20.348,0.000,549,750,121.185,18.782,1.060,0.944,0.968
578,295.679,0.181,385.458,352.160,63.922,20.480,18.382,130.813,0.909,21.221,0.071,827,751,122.661,18.787,1.114,0.898,0.968
579,277.422,1.543,500.832,351.864,61.710,20.894,16.906,141.429,0.915,21.472,0.605,1074,755,146.310,17.168,1.236,0.809,0.972
580,257.277,0.208,800.405,353.568,59.721,19.500,16.799,45.413,0.906,20.078,0.082,1730,786,34.778,16.520,1.161,0.861,0.965
581,362.202,0.000,616.371,357.474,72.612,24.556,18.780,105.997,0.863,25.934,0.000,1338,754,107.475,19.860,1.308,0.765,0.959
582,250.981,0.000,275.796,354.466,59.008,18.805,16.993,2.996,0.906,19.229,0.000,582,781,12.381,16.491,1.107,0.904,0.972
583,322.960,0.000,321.019,355.584,69.373,24.192,16.997,145.244,0.843,24.468,0.000,677,761,141.843,17.492,1.423,0.703,0.955
584,182.150,0.000,233.351,355.076,50.114,16.539,14.022,104.980,0.911,17.244,0.000,504,757,106.991,14.201,1.179,0.848,0.966
585,330.724,0.000,426.426,357.796,68.235,22.787,18.480,120.112,0.893,23.381,0.000,917,759,124.624,19.240,1.233,0.811,0.972
586,272.596,0.000,459.914,356.320,61.442,19.960,17.389,122.270,0.907,20.589,0.000,996,757,110.854,17.816,1.148,0.871,0.967
587,313.517,0.853,197.789,357.776,66.847,23.988,16.641,132.424,0.882,23.644,0.335,416,760,125.538,16.486,1.441,0.694,0.963
588,185.508,0.000,119.103,356.829,51.835,17.873,13.216,99.077,0.868,18.122,0.000,252,760,106.144,13.285,1.352,0.739,0.959
589,253.290,4.014,370.059,358.440,59.767,19.241,16.761,133.778,0.891,19.825,1.574,795,765,130.314,17.190,1.148,0.871,0.961
590,209.431,0.767,538.950,360.716,55.500,19.265,13.842,105.076,0.854,19.735,0.301,1170,767,111.801,13.821,1.392,0.719,0.953
591,211.739,0.000,816.533,359.000,53.890,17.909,15.054,8.860,0.916,18.238,0.000,1763,788,11.592,15.117,1.190,0.841,0.966
592,239.020,0.224,227.561,361.619,57.666,19.809,15.363,113.574,0.903,20.512,0.088,488,768,113.703,15.872,1.289,0.776,0.967
593,192.433,0.000,242.084,359.625,51.141,16.494,14.855,141.513,0.925,16.949,0.000,511,779,161.075,14.900,1.110,0.901,0.966
594,277.003,0.000,566.161,361.483,61.331,19.342,18.234,160.445,0.925,19.957,0.000,1218,777,148.134,18.324,1.061,0.943,0.972
595,275.744,0.000,659.917,362.019,61.442,20.406,17.205,158.564,0.918,21.018,0.000,1419,782,159.590,17.408,1.186,0.843,0.971
596,137.242,0.000,838.248,359.751,43.479,14.640,11.936,155.541,0.912,14.922,0.000,1814,781,162.121,12.271,1.227,0.815,0.960
597,176.274,0.000,640.388,361.638,49.309,16.425,13.665,125.457,0.911,16.675,0.000,1391,773,110.925,13.849,1.202,0.832,0.959
598,438.168,3.664,348.399,367.376,81.506,28.076,19.871,129.282,0.829,28.769,1.437,742,778,127.235,20.731,1.413,0.708,0.953
599,241.328,0.000,625.162,364.509,57.934,18.583,16.535,80.165,0.904,19.004,0.000,1359,775,105.376,16.618,1.124,0.890,0.964
600,233.773,0.000,767.311,364.025,56.907,19.416,15.330,152.886,0.907,19.820,0.000,1657,783,146.310,15.570,1.267,0.790,0.971
601,217.405,0.000,104.740,366.998,56.102,18.887,14.656,147.833,0.868,19.570,0.000,211,789,147.426,15.035,1.289,0.776,0.949
602,359.474,0.000,508.049,371.542,73.843,27.993,16.350,111.413,0.828,27.989,0.000,1098,782,111.105,16.734,1.712,0.584,0.967
603,193.692,0.000,591.620,365.916,51.299,16.134,15.286,39.363,0.925,16.675,0.000,1277,810,37.185,15.548,1.055,0.947,0.968
604,232.514,0.000,93.817,366.621,57.333,18.659,15.866,3.107,0.889,19.414,0.000,184,807,19.290,15.575,1.176,0.850,0.965
605,333.033,0.000,726.916,369.291,67.855,22.132,19.159,122.070,0.909,23.124,0.000,1574,785,123.690,19.698,1.155,0.866,0.969
606,186.557,0.574,194.050,367.414,50.382,16.952,14.012,108.493,0.924,17.534,0.225,417,784,109.855,14.201,1.210,0.827,0.968
607,301.765,1.951,364.333,368.051,65.486,21.944,17.509,165.016,0.884,22.781,0.765,772,798,164.846,17.866,1.253,0.798,0.965
608,314.566,0.680,443.176,370.258,66.560,22.479,17.817,166.811,0.892,22.905,0.267,944,802,163.740,17.866,1.262,0.793,0.971
609,193.902,4.140,474.641,369.798,51.947,17.571,14.050,120.622,0.903,17.959,1.623,1025,792,127.747,14.459,1.251,0.800,0.965
610,364.930,1.906,488.759,372.314,74.222,24.523,18.948,1.723,0.832,25.674,0.748,1039,807,164.476,19.995,1.294,0.773,0.944
611,330.724,0.162,336.020,376.112,67.855,22.114,19.042,99.412,0.903,22.781,0.063,728,797,105.154,18.782,1.161,0.861,0.972
612,134.724,0.397,669.445,372.344,42.988,15.061,11.389,90.369,0.916,15.110,0.156,1457,797,104.036,10.994,1.322,0.756,0.968
613,189.495,0.000,547.611,374.361,51.299,17.107,14.103,95.479,0.905,17.558,0.000,1190,799,105.124,14.201,1.213,0.824,0.964
614,279.101,7.094,401.488,376.792,62.849,20.904,17.000,53.621,0.888,20.983,2.782,865,843,53.881,16.949,1.230,0.813,0.963
615,255.598,0.209,204.454,378.127,60.415,21.053,15.458,75.424,0.880,21.221,0.082,443,848,76.264,15.872,1.362,0.734,0.962
616,322.750,0.000,637.451,379.388,66.782,21.659,18.973,139.619,0.909,22.264,0.000,1372,814,143.366,19.111,1.142,0.876,0.971
617,229.996,0.000,658.731,377.841,56.370,17.954,16.311,162.038,0.910,18.466,0.000,1421,813,150.255,16.491,1.101,0.909,0.962
618,149.414,0.000,91.159,377.896,45.468,15.684,12.129,103.086,0.908,15.823,0.000,192,809,112.109,11.910,1.293,0.773,0.966
619,237.761,0.675,119.892,378.843,57.286,18.547,16.322,23.940,0.910,19.092,0.265,244,838,30.256,16.491,1.136,0.880,0.967
620,249.722,0.000,845.777,378.887,63.385,22.299,14.259,142.045,0.781,22.628,0.000,1824,813,148.241,15.224,1.564,0.639,0.930
621,286.026,7.109,409.508,381.666,64.903,22.070,16.501,31.688,0.853,22.600,2.788,870,842,17.700,17.492,1.338,0.748,0.955
622,290.643,0.000,812.776,381.935,63.543,21.164,17.485,135.653,0.905,21.763,0.000,1760,816,130.732,17.816,1.210,0.826,0.972
623,269.868,0.198,106.252,383.037,62.626,20.236,16.980,102.373,0.865,20.451,0.078,224,815,105.593,17.297,1.192,0.839,0.959
624,299.247,2.325,425.403,383.174,64.792,21.864,17.427,136.815,0.896,22.179,0.912,909,822,141.710,17.168,1.255,0.797,0.967
625,389.483,0.137,254.237,384.546,74.870,23.277,21.305,29.740,0.873,24.140,0.054,534,853,33.389,21.868,1.093,0.915,0.964
626,206.913,0.000,671.196,382.512,53.465,17.814,14.789,24.446,0.910,18.692,0.000,1446,841,17.103,14.900,1.205,0.830,0.963
627,243.427,0.000,86.281,385.770,58.517,20.100,15.420,87.828,0.893,20.579,0.000,181,864,73.179,14.659,1.304,0.767,0.974
628,413.825,0.000,279.424,387.910,80.053,24.127,21.838,158.090,0.811,26.083,0.000,589,826,149.381,22.419,1.105,0.905,0.938
629,128.638,0.000,387.260,382.250,41.535,13.149,12.457,153.062,0.937,13.743,0.000,833,826,143.130,12.369,1.056,0.947,0.966
630,162.005,0.000,773.282,383.371,48.550,17.540,11.760,151.300,0.864,17.677,0.000,1671,827,148.782,12.087,1.492,0.670,0.953
631,321.281,0.167,749.276,386.415,66.828,22.022,18.575,170.454,0.904,22.390,0.065,1614,833,149.237,18.324,1.186,0.843,0.972
632,292.322,0.000,220.286,387.639,63.163,20.453,18.198,87.557,0.921,20.892,0.000,475,868,74.745,17.866,1.124,0.890,0.973
633,212.998,0.000,483.099,387.470,58.249,21.890,12.389,105.557,0.789,22.202,0.000,1045,824,111.801,12.560,1.767,0.566,0.949
